study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJNA490370	SAMN10026795	SRS3767942	SRX4673371	SRR7822200	3880	Medicago truncatula	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/000/SRR7822200/SRR7822200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/000/SRR7822200/SRR7822200_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/000/SRR7822200/SRR7822200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/000/SRR7822200/SRR7822200_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR782/000/SRR7822200	ftp.sra.ebi.ac.uk/vol1/srr/SRR782/000/SRR7822200		
PRJNA490370	SAMN10026795	SRS3767942	SRX4673370	SRR7822201	3880	Medicago truncatula	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/001/SRR7822201/SRR7822201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/001/SRR7822201/SRR7822201_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/001/SRR7822201/SRR7822201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/001/SRR7822201/SRR7822201_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR782/001/SRR7822201	ftp.sra.ebi.ac.uk/vol1/srr/SRR782/001/SRR7822201		
PRJNA490370	SAMN10026795	SRS3767942	SRX4673369	SRR7822202	3880	Medicago truncatula	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/002/SRR7822202/SRR7822202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/002/SRR7822202/SRR7822202_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/002/SRR7822202/SRR7822202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/002/SRR7822202/SRR7822202_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR782/002/SRR7822202	ftp.sra.ebi.ac.uk/vol1/srr/SRR782/002/SRR7822202		
PRJNA490370	SAMN10026795	SRS3767942	SRX4673368	SRR7822203	3880	Medicago truncatula	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/003/SRR7822203/SRR7822203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/003/SRR7822203/SRR7822203_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/003/SRR7822203/SRR7822203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/003/SRR7822203/SRR7822203_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR782/003/SRR7822203	ftp.sra.ebi.ac.uk/vol1/srr/SRR782/003/SRR7822203		
PRJNA490370	SAMN10026795	SRS3767942	SRX4673367	SRR7822204	3880	Medicago truncatula	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/004/SRR7822204/SRR7822204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/004/SRR7822204/SRR7822204_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/004/SRR7822204/SRR7822204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/004/SRR7822204/SRR7822204_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR782/004/SRR7822204	ftp.sra.ebi.ac.uk/vol1/srr/SRR782/004/SRR7822204		
PRJNA490370	SAMN10026795	SRS3767942	SRX4673366	SRR7822205	3880	Medicago truncatula	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/005/SRR7822205/SRR7822205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/005/SRR7822205/SRR7822205_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/005/SRR7822205/SRR7822205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/005/SRR7822205/SRR7822205_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR782/005/SRR7822205	ftp.sra.ebi.ac.uk/vol1/srr/SRR782/005/SRR7822205		
PRJNA490370	SAMN10026795	SRS3767942	SRX4673365	SRR7822206	3880	Medicago truncatula	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/006/SRR7822206/SRR7822206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/006/SRR7822206/SRR7822206_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/006/SRR7822206/SRR7822206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/006/SRR7822206/SRR7822206_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR782/006/SRR7822206	ftp.sra.ebi.ac.uk/vol1/srr/SRR782/006/SRR7822206		
PRJNA196134	SAMN01997263	SRS406744	SRX258980	SRR804912	3880	Medicago truncatula	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR804/SRR804912/SRR804912.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR804/SRR804912/SRR804912.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR804/SRR804912	ftp.sra.ebi.ac.uk/vol1/srr/SRR804/SRR804912		
PRJNA196134	SAMN01997264	SRS406745	SRX258981	SRR804913	3880	Medicago truncatula	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR804/SRR804913/SRR804913.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR804/SRR804913/SRR804913.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR804/SRR804913	ftp.sra.ebi.ac.uk/vol1/srr/SRR804/SRR804913		
PRJNA196134	SAMN01997265	SRS406746	SRX258982	SRR804914	3880	Medicago truncatula	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR804/SRR804914/SRR804914.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR804/SRR804914/SRR804914.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR804/SRR804914	ftp.sra.ebi.ac.uk/vol1/srr/SRR804/SRR804914		
PRJNA196134	SAMN01997266	SRS406747	SRX258983	SRR804915	3880	Medicago truncatula	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR804/SRR804915/SRR804915.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR804/SRR804915/SRR804915.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR804/SRR804915	ftp.sra.ebi.ac.uk/vol1/srr/SRR804/SRR804915		
PRJNA498047	SAMN10279384	SRS3966106	SRX4920780	SRR8093908	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/008/SRR8093908/SRR8093908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/008/SRR8093908/SRR8093908_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/008/SRR8093908/SRR8093908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/008/SRR8093908/SRR8093908_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR809/008/SRR8093908	ftp.sra.ebi.ac.uk/vol1/srr/SRR809/008/SRR8093908		
PRJNA498047	SAMN10279387	SRS3966105	SRX4920779	SRR8093909	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/009/SRR8093909/SRR8093909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/009/SRR8093909/SRR8093909_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/009/SRR8093909/SRR8093909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/009/SRR8093909/SRR8093909_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR809/009/SRR8093909	ftp.sra.ebi.ac.uk/vol1/srr/SRR809/009/SRR8093909		
PRJNA498047	SAMN10279386	SRS3966104	SRX4920778	SRR8093910	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/000/SRR8093910/SRR8093910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/000/SRR8093910/SRR8093910_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/000/SRR8093910/SRR8093910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/000/SRR8093910/SRR8093910_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR809/000/SRR8093910	ftp.sra.ebi.ac.uk/vol1/srr/SRR809/000/SRR8093910		
PRJNA498047	SAMN10279384	SRS3966106	SRX4920777	SRR8093911	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/001/SRR8093911/SRR8093911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/001/SRR8093911/SRR8093911_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/001/SRR8093911/SRR8093911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/001/SRR8093911/SRR8093911_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR809/001/SRR8093911	ftp.sra.ebi.ac.uk/vol1/srr/SRR809/001/SRR8093911		
PRJNA498047	SAMN10279387	SRS3966105	SRX4920776	SRR8093912	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/002/SRR8093912/SRR8093912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/002/SRR8093912/SRR8093912_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/002/SRR8093912/SRR8093912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/002/SRR8093912/SRR8093912_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR809/002/SRR8093912	ftp.sra.ebi.ac.uk/vol1/srr/SRR809/002/SRR8093912		
PRJNA498047	SAMN10279387	SRS3966105	SRX4920775	SRR8093913	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/003/SRR8093913/SRR8093913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/003/SRR8093913/SRR8093913_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/003/SRR8093913/SRR8093913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/003/SRR8093913/SRR8093913_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR809/003/SRR8093913	ftp.sra.ebi.ac.uk/vol1/srr/SRR809/003/SRR8093913		
PRJNA498047	SAMN10279388	SRS3966103	SRX4920774	SRR8093914	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/004/SRR8093914/SRR8093914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/004/SRR8093914/SRR8093914_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/004/SRR8093914/SRR8093914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/004/SRR8093914/SRR8093914_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR809/004/SRR8093914	ftp.sra.ebi.ac.uk/vol1/srr/SRR809/004/SRR8093914		
PRJNA498047	SAMN10279388	SRS3966103	SRX4920773	SRR8093915	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/005/SRR8093915/SRR8093915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/005/SRR8093915/SRR8093915_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/005/SRR8093915/SRR8093915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/005/SRR8093915/SRR8093915_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR809/005/SRR8093915	ftp.sra.ebi.ac.uk/vol1/srr/SRR809/005/SRR8093915		
PRJNA498047	SAMN10279386	SRS3966104	SRX4920772	SRR8093916	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/006/SRR8093916/SRR8093916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/006/SRR8093916/SRR8093916_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/006/SRR8093916/SRR8093916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/006/SRR8093916/SRR8093916_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR809/006/SRR8093916	ftp.sra.ebi.ac.uk/vol1/srr/SRR809/006/SRR8093916		
PRJNA498047	SAMN10279388	SRS3966103	SRX4920771	SRR8093917	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/007/SRR8093917/SRR8093917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/007/SRR8093917/SRR8093917_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/007/SRR8093917/SRR8093917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/007/SRR8093917/SRR8093917_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR809/007/SRR8093917	ftp.sra.ebi.ac.uk/vol1/srr/SRR809/007/SRR8093917		
PRJNA498047	SAMN10279385	SRS3966102	SRX4920770	SRR8093918	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/008/SRR8093918/SRR8093918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/008/SRR8093918/SRR8093918_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/008/SRR8093918/SRR8093918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/008/SRR8093918/SRR8093918_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR809/008/SRR8093918	ftp.sra.ebi.ac.uk/vol1/srr/SRR809/008/SRR8093918		
PRJNA498047	SAMN10279385	SRS3966102	SRX4920769	SRR8093919	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/009/SRR8093919/SRR8093919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/009/SRR8093919/SRR8093919_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/009/SRR8093919/SRR8093919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/009/SRR8093919/SRR8093919_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR809/009/SRR8093919	ftp.sra.ebi.ac.uk/vol1/srr/SRR809/009/SRR8093919		
PRJNA498047	SAMN10279386	SRS3966104	SRX4920768	SRR8093920	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/000/SRR8093920/SRR8093920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/000/SRR8093920/SRR8093920_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/000/SRR8093920/SRR8093920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/000/SRR8093920/SRR8093920_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR809/000/SRR8093920	ftp.sra.ebi.ac.uk/vol1/srr/SRR809/000/SRR8093920		
PRJNA498047	SAMN10279385	SRS3966102	SRX4920767	SRR8093921	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/001/SRR8093921/SRR8093921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/001/SRR8093921/SRR8093921_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/001/SRR8093921/SRR8093921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/001/SRR8093921/SRR8093921_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR809/001/SRR8093921	ftp.sra.ebi.ac.uk/vol1/srr/SRR809/001/SRR8093921		
PRJNA498047	SAMN10279384	SRS3966106	SRX4920766	SRR8093922	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/002/SRR8093922/SRR8093922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/002/SRR8093922/SRR8093922_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/002/SRR8093922/SRR8093922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR809/002/SRR8093922/SRR8093922_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR809/002/SRR8093922	ftp.sra.ebi.ac.uk/vol1/srr/SRR809/002/SRR8093922		
PRJNA524006	SAMN10995018	SRS4396981	SRX5416227	SRR8617277	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8617277/SRR8617277.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8617277/SRR8617277.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR861/007/SRR8617277	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/007/SRR8617277		
PRJNA524006	SAMN10995018	SRS4396981	SRX5416227	SRR8617278	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8617278/SRR8617278.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8617278/SRR8617278.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR861/008/SRR8617278	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/008/SRR8617278		
PRJNA524006	SAMN10995018	SRS4396981	SRX5416227	SRR8617279	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8617279/SRR8617279.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8617279/SRR8617279.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR861/009/SRR8617279	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/009/SRR8617279		
PRJNA524006	SAMN10995018	SRS4396981	SRX5416227	SRR8617280	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8617280/SRR8617280.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8617280/SRR8617280.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR861/000/SRR8617280	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/000/SRR8617280		
PRJNA524006	SAMN10995017	SRS4396982	SRX5416228	SRR8617281	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8617281/SRR8617281.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8617281/SRR8617281.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR861/001/SRR8617281	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/001/SRR8617281		
PRJNA524006	SAMN10995017	SRS4396982	SRX5416228	SRR8617282	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8617282/SRR8617282.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8617282/SRR8617282.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR861/002/SRR8617282	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/002/SRR8617282		
PRJNA524006	SAMN10995017	SRS4396982	SRX5416228	SRR8617283	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8617283/SRR8617283.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8617283/SRR8617283.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR861/003/SRR8617283	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/003/SRR8617283		
PRJNA524006	SAMN10995017	SRS4396982	SRX5416228	SRR8617284	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8617284/SRR8617284.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8617284/SRR8617284.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR861/004/SRR8617284	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/004/SRR8617284		
PRJNA524899	SAMN11038199	SRS4425366	SRX5448500	SRR8650758	3880	Medicago truncatula	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8650758/SRR8650758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8650758/SRR8650758_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8650758/SRR8650758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8650758/SRR8650758_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR865/008/SRR8650758	ftp.sra.ebi.ac.uk/vol1/srr/SRR865/008/SRR8650758		
PRJNA524899	SAMN11038198	SRS4425365	SRX5448499	SRR8650759	3880	Medicago truncatula	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8650759/SRR8650759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8650759/SRR8650759_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8650759/SRR8650759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8650759/SRR8650759_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR865/009/SRR8650759	ftp.sra.ebi.ac.uk/vol1/srr/SRR865/009/SRR8650759		
PRJNA524899	SAMN11038195	SRS4425364	SRX5448498	SRR8650760	3880	Medicago truncatula	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/000/SRR8650760/SRR8650760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/000/SRR8650760/SRR8650760_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/000/SRR8650760/SRR8650760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/000/SRR8650760/SRR8650760_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR865/000/SRR8650760	ftp.sra.ebi.ac.uk/vol1/srr/SRR865/000/SRR8650760		
PRJNA524899	SAMN11038194	SRS4425363	SRX5448497	SRR8650761	3880	Medicago truncatula	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/001/SRR8650761/SRR8650761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/001/SRR8650761/SRR8650761_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/001/SRR8650761/SRR8650761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/001/SRR8650761/SRR8650761_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR865/001/SRR8650761	ftp.sra.ebi.ac.uk/vol1/srr/SRR865/001/SRR8650761		
PRJNA524899	SAMN11038197	SRS4425362	SRX5448496	SRR8650762	3880	Medicago truncatula	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/002/SRR8650762/SRR8650762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/002/SRR8650762/SRR8650762_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/002/SRR8650762/SRR8650762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/002/SRR8650762/SRR8650762_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR865/002/SRR8650762	ftp.sra.ebi.ac.uk/vol1/srr/SRR865/002/SRR8650762		
PRJNA524899	SAMN11038196	SRS4425361	SRX5448495	SRR8650763	3880	Medicago truncatula	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8650763/SRR8650763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8650763/SRR8650763_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8650763/SRR8650763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8650763/SRR8650763_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR865/003/SRR8650763	ftp.sra.ebi.ac.uk/vol1/srr/SRR865/003/SRR8650763		
PRJNA524899	SAMN11038191	SRS4425360	SRX5448494	SRR8650764	3880	Medicago truncatula	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/004/SRR8650764/SRR8650764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/004/SRR8650764/SRR8650764_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/004/SRR8650764/SRR8650764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/004/SRR8650764/SRR8650764_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR865/004/SRR8650764	ftp.sra.ebi.ac.uk/vol1/srr/SRR865/004/SRR8650764		
