secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	scientific_name	instrument_platform	library_layout	library_strategy	library_selection	experiment_title	study_alias	experiment_alias	run_alias	submitted_bytes	submitted_galaxy	sra_ftp	cram_index_ftp	cram_index_aspera	broker_name	sample_title
SRP148608	SAMN09233977	SRS3324832	SRX4109179	SRR7192608	SRA708524	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3148857: mRNA Medicago HM084; Medicago truncatula; RNA-Seq	GSE114730	GSM3148857	GSM3148857_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7192608				mRNA Medicago HM084
SRP148608	SAMN09233976	SRS3324833	SRX4109180	SRR7192609	SRA708524	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3148858: mRNA Medicago HM085; Medicago truncatula; RNA-Seq	GSE114730	GSM3148858	GSM3148858_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7192609				mRNA Medicago HM085
SRP148608	SAMN09233975	SRS3324834	SRX4109181	SRR7192610	SRA708524	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3148859: mRNA Medicago HM086; Medicago truncatula; RNA-Seq	GSE114730	GSM3148859	GSM3148859_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7192610				mRNA Medicago HM086
SRP148608	SAMN09233974	SRS3324835	SRX4109182	SRR7192611	SRA708524	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3148860: mRNA Medicago HM087; Medicago truncatula; RNA-Seq	GSE114730	GSM3148860	GSM3148860_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7192611				mRNA Medicago HM087
SRP148608	SAMN09233973	SRS3324836	SRX4109183	SRR7192612	SRA708524	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3148861: mRNA Medicago HM088; Medicago truncatula; RNA-Seq	GSE114730	GSM3148861	GSM3148861_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7192612				mRNA Medicago HM088
SRP148608	SAMN09233972	SRS3324837	SRX4109184	SRR7192613	SRA708524	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3148862: mRNA Medicago HM089; Medicago truncatula; RNA-Seq	GSE114730	GSM3148862	GSM3148862_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7192613				mRNA Medicago HM089
SRP148608	SAMN09233971	SRS3324838	SRX4109185	SRR7192614	SRA708524	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3148863: mRNA Medicago HM090; Medicago truncatula; RNA-Seq	GSE114730	GSM3148863	GSM3148863_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7192614				mRNA Medicago HM090
SRP148608	SAMN09233970	SRS3324839	SRX4109186	SRR7192615	SRA708524	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3148864: mRNA Medicago HM091; Medicago truncatula; RNA-Seq	GSE114730	GSM3148864	GSM3148864_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7192615				mRNA Medicago HM091
SRP148608	SAMN09233969	SRS3324852	SRX4109187	SRR7192616	SRA708524	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3148865: mRNA Medicago HM092; Medicago truncatula; RNA-Seq	GSE114730	GSM3148865	GSM3148865_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7192616				mRNA Medicago HM092
SRP148608	SAMN09233968	SRS3324841	SRX4109188	SRR7192617	SRA708524	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3148866: mRNA Medicago HM093; Medicago truncatula; RNA-Seq	GSE114730	GSM3148866	GSM3148866_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7192617				mRNA Medicago HM093
SRP148608	SAMN09233967	SRS3324840	SRX4109189	SRR7192618	SRA708524	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3148867: mRNA Medicago HM095; Medicago truncatula; RNA-Seq	GSE114730	GSM3148867	GSM3148867_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7192618				mRNA Medicago HM095
SRP148608	SAMN09233966	SRS3324842	SRX4109190	SRR7192619	SRA708524	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3148868: mRNA Medicago HM096; Medicago truncatula; RNA-Seq	GSE114730	GSM3148868	GSM3148868_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7192619				mRNA Medicago HM096
SRP148608	SAMN09233965	SRS3324843	SRX4109191	SRR7192620	SRA708524	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3148869: mRNA Medicago HM097; Medicago truncatula; RNA-Seq	GSE114730	GSM3148869	GSM3148869_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7192620				mRNA Medicago HM097
SRP148608	SAMN09233964	SRS3324844	SRX4109192	SRR7192621	SRA708524	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3148870: mRNA Medicago HM098; Medicago truncatula; RNA-Seq	GSE114730	GSM3148870	GSM3148870_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7192621				mRNA Medicago HM098
SRP148608	SAMN09233963	SRS3324846	SRX4109193	SRR7192622	SRA708524	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3148871: mRNA Medicago HM099; Medicago truncatula; RNA-Seq	GSE114730	GSM3148871	GSM3148871_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7192622				mRNA Medicago HM099
SRP148608	SAMN09234031	SRS3324847	SRX4109194	SRR7192623	SRA708524	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3148872: mRNA Medicago HM101; Medicago truncatula; RNA-Seq	GSE114730	GSM3148872	GSM3148872_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7192623				mRNA Medicago HM101
SRP148608	SAMN09234030	SRS3324848	SRX4109195	SRR7192624	SRA708524	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3148873: mRNA Medicago HM103; Medicago truncatula; RNA-Seq	GSE114730	GSM3148873	GSM3148873_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7192624				mRNA Medicago HM103
SRP148608	SAMN09234029	SRS3324849	SRX4109196	SRR7192625	SRA708524	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3148874: mRNA Medicago HM104; Medicago truncatula; RNA-Seq	GSE114730	GSM3148874	GSM3148874_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7192625				mRNA Medicago HM104
SRP148608	SAMN09233953	SRS3324850	SRX4109197	SRR7192626	SRA708524	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3148875: mRNA Medicago HM105; Medicago truncatula; RNA-Seq	GSE114730	GSM3148875	GSM3148875_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7192626				mRNA Medicago HM105
SRP148608	SAMN09233952	SRS3324851	SRX4109198	SRR7192627	SRA708524	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3148876: mRNA Medicago HM108; Medicago truncatula; RNA-Seq	GSE114730	GSM3148876	GSM3148876_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7192627				mRNA Medicago HM108
SRP148608	SAMN09233951	SRS3324853	SRX4109199	SRR7192628	SRA708524	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3148877: mRNA Medicago HM109; Medicago truncatula; RNA-Seq	GSE114730	GSM3148877	GSM3148877_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7192628				mRNA Medicago HM109
SRP148608	SAMN09233950	SRS3324854	SRX4109200	SRR7192629	SRA708524	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3148878: mRNA Medicago HM110; Medicago truncatula; RNA-Seq	GSE114730	GSM3148878	GSM3148878_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7192629				mRNA Medicago HM110
SRP148608	SAMN09233949	SRS3324855	SRX4109201	SRR7192630	SRA708524	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3148879: mRNA Medicago HM111; Medicago truncatula; RNA-Seq	GSE114730	GSM3148879	GSM3148879_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7192630				mRNA Medicago HM111
SRP148608	SAMN09233948	SRS3324856	SRX4109202	SRR7192631	SRA708524	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3148880: mRNA Medicago HM112; Medicago truncatula; RNA-Seq	GSE114730	GSM3148880	GSM3148880_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7192631				mRNA Medicago HM112
SRP149110	SAMN09273211	SRS3346904	SRX4132839	SRR7226322	SRA711807	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2500 sequencing; RNA-Seq of Medicago truncatula: ufo seedling	PRJNA473388	HWI-ST1276-5	ufo2_1.fq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR722/002/SRR7226322				ufo rep2
SRP149110	SAMN09273212	SRS3346903	SRX4132838	SRR7226323	SRA711807	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2500 sequencing; RNA-Seq of Medicago truncatula: ufo  seedling	PRJNA473388	HWI-ST1276-6	ufo3_1.fq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR722/003/SRR7226323				ufo rep3
SRP149110	SAMN09273209	SRS3346902	SRX4132837	SRR7226324	SRA711807	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2500 sequencing; RNA-Seq of Medicago truncatula: WT seedling	PRJNA473388	HWI-ST1276-3	WT3_2.fq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR722/004/SRR7226324				WT rep3
SRP149110	SAMN09273210	SRS3346901	SRX4132836	SRR7226325	SRA711807	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2500 sequencing; RNA-Seq of Medicago truncatula: ufo seedling	PRJNA473388	HWI-ST1276-4	ufo1_1.fq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR722/005/SRR7226325				ufo rep1
SRP149110	SAMN09273207	SRS3346900	SRX4132835	SRR7226326	SRA711807	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2500 sequencing; RNA-Seq of Medicago truncatula: WT seedling	PRJNA473388	HWI-ST1276-1	WT1_2.fq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR722/006/SRR7226326				WT rep1
SRP149110	SAMN09273208	SRS3346899	SRX4132834	SRR7226327	SRA711807	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2500 sequencing; RNA-Seq of Medicago truncatula: WT seedling	PRJNA473388	HWI-ST1276-2	WT2_1.fq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR722/007/SRR7226327				WT rep2
SRP149658	SAMN09303116	SRS3369676	SRX4157224	SRR7252481	SRA714692	Medicago truncatula	BGISEQ	SINGLE	RNA-Seq	RANDOM	BGISEQ-500 sequencing; Buffer infiltrated M. truncatula-2	PRJNA473594	B-I-M.t-2	Ctronl_2_1.fq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR725/001/SRR7252481				
SRP149658	SAMN09303117	SRS3369675	SRX4157223	SRR7252482	SRA714692	Medicago truncatula	BGISEQ	SINGLE	RNA-Seq	RANDOM	BGISEQ-500 sequencing; Buffer infiltrated M. truncatula-3	PRJNA473594	B-I-M.t-3	Ctronl_3_1.fq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR725/002/SRR7252482				
SRP149658	SAMN09303124	SRS3369670	SRX4157218	SRR7252487	SRA714692	Medicago truncatula	BGISEQ	SINGLE	RNA-Seq	RANDOM	BGISEQ-500 sequencing; Armet transgenic M. truncatula-1	PRJNA473594	A-T-M.t-1	N2_5_1_1.fq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR725/007/SRR7252487				
SRP149658	SAMN09303125	SRS3369669	SRX4157217	SRR7252488	SRA714692	Medicago truncatula	BGISEQ	SINGLE	RNA-Seq	RANDOM	BGISEQ-500 sequencing; Armet transgenic M. truncatula-2	PRJNA473594	A-T-M.t-2	N2_5_2_1.fq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR725/008/SRR7252488				
SRP149658	SAMN09303112	SRS3369663	SRX4157212	SRR7252493	SRA714692	Medicago truncatula	BGISEQ	SINGLE	RNA-Seq	RANDOM	BGISEQ-500 sequencing; Armet-protein infiltrated M. truncatula-1	PRJNA473594	A-I-M.t-1	Armet_1_1.fq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR725/003/SRR7252493				
SRP149658	SAMN09303113	SRS3369664	SRX4157211	SRR7252494	SRA714692	Medicago truncatula	BGISEQ	SINGLE	RNA-Seq	RANDOM	BGISEQ-500 sequencing; Armet-protein infiltrated M. truncatula-2	PRJNA473594	A-I-M.t-2	Armet_2_1.fq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR725/004/SRR7252494				
SRP149658	SAMN09303114	SRS3369660	SRX4157208	SRR7252497	SRA714692	Medicago truncatula	BGISEQ	SINGLE	RNA-Seq	RANDOM	BGISEQ-500 sequencing; Armet-protein infiltrated M. truncatula-3	PRJNA473594	A-I-M.t-3	Armet_3_1.fq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR725/007/SRR7252497				
SRP149658	SAMN09303115	SRS3369659	SRX4157207	SRR7252498	SRA714692	Medicago truncatula	BGISEQ	SINGLE	RNA-Seq	RANDOM	BGISEQ-500 sequencing; Buffer infiltrated M. truncatula-1	PRJNA473594	B-I-M.t-1	Ctronl_1_1.fq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR725/008/SRR7252498				
SRP149658	SAMN09303127	SRS3369658	SRX4157206	SRR7252499	SRA714692	Medicago truncatula	BGISEQ	SINGLE	RNA-Seq	RANDOM	BGISEQ-500 sequencing; M. truncatula R108-2	PRJNA473594	R108-2	R108_2_1.fq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR725/009/SRR7252499				
SRP149658	SAMN09303126	SRS3369657	SRX4157205	SRR7252500	SRA714692	Medicago truncatula	BGISEQ	SINGLE	RNA-Seq	RANDOM	BGISEQ-500 sequencing; M. truncatula R108-1	PRJNA473594	R108-1	R108_1_1.fq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR725/000/SRR7252500				
SRP158577	SAMN09878753	SRS3700766	SRX4594569	SRR7738211	SRA761874	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3350339: SD_ZT0_1; Medicago truncatula; RNA-Seq	GSE118893	GSM3350339	GSM3350339_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR773/001/SRR7738211				SD_ZT0_1
SRP158577	SAMN09878752	SRS3700710	SRX4594570	SRR7738212	SRA761874	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3350340: SD_ZT0_2; Medicago truncatula; RNA-Seq	GSE118893	GSM3350340	GSM3350340_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR773/002/SRR7738212				SD_ZT0_2
SRP158577	SAMN09878751	SRS3700712	SRX4594571	SRR7738213	SRA761874	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3350341: SD_ZT0_3; Medicago truncatula; RNA-Seq	GSE118893	GSM3350341	GSM3350341_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR773/003/SRR7738213				SD_ZT0_3
SRP158577	SAMN09878750	SRS3700716	SRX4594572	SRR7738214	SRA761874	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3350342: SD_ZT2_1; Medicago truncatula; RNA-Seq	GSE118893	GSM3350342	GSM3350342_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR773/004/SRR7738214				SD_ZT2_1
SRP158577	SAMN09878749	SRS3700711	SRX4594573	SRR7738215	SRA761874	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3350343: SD_ZT2_2; Medicago truncatula; RNA-Seq	GSE118893	GSM3350343	GSM3350343_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR773/005/SRR7738215				SD_ZT2_2
SRP158577	SAMN09878748	SRS3700715	SRX4594574	SRR7738216	SRA761874	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3350344: SD_ZT2_3; Medicago truncatula; RNA-Seq	GSE118893	GSM3350344	GSM3350344_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR773/006/SRR7738216				SD_ZT2_3
SRP158577	SAMN09878747	SRS3700714	SRX4594575	SRR7738217	SRA761874	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3350345: LD_ZT0_1; Medicago truncatula; RNA-Seq	GSE118893	GSM3350345	GSM3350345_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR773/007/SRR7738217				LD_ZT0_1
SRP158577	SAMN09878746	SRS3700713	SRX4594576	SRR7738218	SRA761874	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3350346: LD_ZT0_2; Medicago truncatula; RNA-Seq	GSE118893	GSM3350346	GSM3350346_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR773/008/SRR7738218				LD_ZT0_2
SRP158577	SAMN09878745	SRS3700717	SRX4594577	SRR7738219	SRA761874	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3350347: LD_ZT0_3; Medicago truncatula; RNA-Seq	GSE118893	GSM3350347	GSM3350347_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR773/009/SRR7738219				LD_ZT0_3
SRP158577	SAMN09878744	SRS3700782	SRX4594578	SRR7738220	SRA761874	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3350348: LD_ZT2_1; Medicago truncatula; RNA-Seq	GSE118893	GSM3350348	GSM3350348_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR773/000/SRR7738220				LD_ZT2_1
SRP158577	SAMN09878743	SRS3700719	SRX4594579	SRR7738221	SRA761874	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3350349: LD_ZT2_2; Medicago truncatula; RNA-Seq	GSE118893	GSM3350349	GSM3350349_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR773/001/SRR7738221				LD_ZT2_2
SRP158577	SAMN09878742	SRS3700718	SRX4594580	SRR7738222	SRA761874	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3350350: LD_ZT2_3; Medicago truncatula; RNA-Seq	GSE118893	GSM3350350	GSM3350350_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR773/002/SRR7738222				LD_ZT2_3
SRP158577	SAMN09878741	SRS3700722	SRX4594581	SRR7738223	SRA761874	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3350351: LD_ZT4_1; Medicago truncatula; RNA-Seq	GSE118893	GSM3350351	GSM3350351_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR773/003/SRR7738223				LD_ZT4_1
SRP158577	SAMN09878740	SRS3700720	SRX4594582	SRR7738224	SRA761874	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3350352: LD_ZT4_2; Medicago truncatula; RNA-Seq	GSE118893	GSM3350352	GSM3350352_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR773/004/SRR7738224				LD_ZT4_2
SRP158577	SAMN09878739	SRS3700721	SRX4594583	SRR7738225	SRA761874	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3350353: LD_ZT4_3; Medicago truncatula; RNA-Seq	GSE118893	GSM3350353	GSM3350353_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR773/005/SRR7738225				LD_ZT4_3
SRP158577	SAMN09878738	SRS3700723	SRX4594584	SRR7738226	SRA761874	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3350354: SD_ZT4_1; Medicago truncatula; RNA-Seq	GSE118893	GSM3350354	GSM3350354_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR773/006/SRR7738226				SD_ZT4_1
SRP158577	SAMN09878737	SRS3700724	SRX4594585	SRR7738227	SRA761874	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3350355: SD_ZT4_2; Medicago truncatula; RNA-Seq	GSE118893	GSM3350355	GSM3350355_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR773/007/SRR7738227				SD_ZT4_2
SRP158577	SAMN09878736	SRS3700725	SRX4594586	SRR7738228	SRA761874	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM3350356: SD_ZT4_3; Medicago truncatula; RNA-Seq	GSE118893	GSM3350356	GSM3350356_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR773/008/SRR7738228				SD_ZT4_3
SRP159219	SAMN09939786	SRS3728968	SRX4627673	SRR7772258	SRA764968	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	RT-PCR	Illumina HiSeq 4000 sequencing; RNA-Seq of Medicago truncatula: cytokinin	PRJNA488693	Mt_CK3_S96_L002	Mt_CK3_S96_L002_R2_001.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR777/008/SRR7772258				CK rep3
SRP159219	SAMN09939785	SRS3728967	SRX4627672	SRR7772259	SRA764968	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	RT-PCR	Illumina HiSeq 4000 sequencing; RNA-Seq of Medicago truncatula: cytokinin	PRJNA488693	Mt_CK2_S95_L002	Mt_CK2_S95_L002_R2_001.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR777/009/SRR7772259				CK rep2
SRP159219	SAMN09939788	SRS3728966	SRX4627671	SRR7772260	SRA764968	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	RT-PCR	Illumina HiSeq 4000 sequencing; RNA-Seq of Medicago truncatula: cytokinin	PRJNA488693	Mt_Y2_S98_L002	Mt_Y2_S98_L002_R2_001.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR777/000/SRR7772260				Inhibitor rep2
SRP159219	SAMN09939787	SRS3728963	SRX4627670	SRR7772261	SRA764968	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	RT-PCR	Illumina HiSeq 4000 sequencing; RNA-Seq of Medicago truncatula: cytokinin	PRJNA488693	Mt_Y1_S97_L002	Mt_Y1_S97_L002_R1_001.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR777/001/SRR7772261				Inhibitor rep1
SRP159219	SAMN09939782	SRS3728965	SRX4627669	SRR7772262	SRA764968	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	RT-PCR	Illumina HiSeq 4000 sequencing; RNA-Seq of Medicago truncatula: cytokinin	PRJNA488693	Mt_62_S101_L002	Mt_62_S101_L002_R1_001.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR777/002/SRR7772262				Cytokinin rep2
SRP159219	SAMN09939781	SRS3728964	SRX4627668	SRR7772263	SRA764968	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	RT-PCR	Illumina HiSeq 4000 sequencing; RNA-Seq of Medicago truncatula: cytokinin	PRJNA488693	Mt_61_S100_L002	Mt_61_S100_L002_R1_001.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR777/003/SRR7772263				Cytokinin rep1
SRP159219	SAMN09939784	SRS3728960	SRX4627667	SRR7772264	SRA764968	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	RT-PCR	Illumina HiSeq 4000 sequencing; RNA-Seq of Medicago truncatula: cytokinin	PRJNA488693	Mt_CK1_S94_L002	Mt_CK1_S94_L002_R2_001.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR777/004/SRR7772264				CK rep1
SRP159219	SAMN09939783	SRS3728961	SRX4627666	SRR7772265	SRA764968	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	RT-PCR	Illumina HiSeq 4000 sequencing; RNA-Seq of Medicago truncatula: cytokinin	PRJNA488693	Mt_63_S102_L002	Mt_63_S102_L002_R2_001.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR777/005/SRR7772265				Cytokinin rep3
SRP159219	SAMN09939789	SRS3728962	SRX4627665	SRR7772266	SRA764968	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	RT-PCR	Illumina HiSeq 4000 sequencing; RNA-Seq of Medicago truncatula: cytokinin	PRJNA488693	Mt_Y3_S99_L002	Mt_Y3_S99_L002_R1_001.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR777/006/SRR7772266				Inhibitor rep3
SRP161571	SAMN10026795	SRS3767942	SRX4673373	SRR7822198	SRA772061	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	NextSeq 500 sequencing; Hormone treatment	PRJNA490370	Control3hr_3	71-MtCont3h-3_S11_comb_R1_001.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR782/008/SRR7822198				Medicago truncatula A17 from seedlings roots
SRP161571	SAMN10026795	SRS3767942	SRX4673372	SRR7822199	SRA772061	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	NextSeq 500 sequencing; Hormone treatment	PRJNA490370	BAP3hr_1	75-MtBAP3h-1_S15_comb_R2_001.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR782/009/SRR7822199				Medicago truncatula A17 from seedlings roots
